time,ax,ay,az,a_total
-0.20000399999997853,-3.35,-0.17,0.5,3.3913714040193237
-0.19800499999999488,-3.35,-0.17,0.5,3.3913714040193237
-0.1959889999999973,-3.35,-0.17,0.5,3.3913714040193237
-0.19397200000000225,-4.38,1.55,1.04,4.761144820313703
-0.1919979999999839,-4.38,1.55,1.04,4.761144820313703
-0.18997699999999895,-4.38,1.55,1.04,4.761144820313703
-0.18793399999998428,-4.38,1.55,1.04,4.761144820313703
-0.18597799999997733,-4.38,1.55,1.04,4.761144820313703
-0.18399900000000002,-4.51,1.85,0.76,4.933578822720886
-0.18197499999999422,-4.51,1.85,0.76,4.933578822720886
-0.1800049999999942,-4.51,1.85,0.76,4.933578822720886
-0.17799999999999727,-4.51,1.85,0.76,4.933578822720886
-0.1759969999999953,-4.51,1.85,0.76,4.933578822720886
-0.1739989999999807,-4.65,1.57,-0.41,4.92498730962832
-0.17200799999997685,-4.65,1.57,-0.41,4.92498730962832
-0.17000799999999572,-4.65,1.57,-0.41,4.92498730962832
-0.16799899999998047,-4.65,1.57,-0.41,4.92498730962832
-0.16600900000000252,-4.65,1.57,-0.41,4.92498730962832
-0.16400500000000306,-5.3,2.72,-1.4,6.11950978428828
-0.16200499999999352,-5.3,2.72,-1.4,6.11950978428828
-0.15999899999999911,-5.3,2.72,-1.4,6.11950978428828
-0.15798699999999144,-5.3,2.72,-1.4,6.11950978428828
-0.1560039999999958,-5.3,2.72,-1.4,6.11950978428828
-0.15398399999997991,-5.09,3.89,-2.01,6.714186473430716
-0.1519999999999868,-5.09,3.89,-2.01,6.714186473430716
-0.14996499999998036,-5.09,3.89,-2.01,6.714186473430716
-0.14797599999999989,-5.09,3.89,-2.01,6.714186473430716
-0.14599799999999163,-5.09,3.89,-2.01,6.714186473430716
-0.1439969999999846,-4.58,3.2,-1.89,5.898177684675158
-0.14200299999998833,-4.58,3.2,-1.89,5.898177684675158
-0.13999699999999393,-4.58,3.2,-1.89,5.898177684675158
-0.13800299999999766,-4.58,3.2,-1.89,5.898177684675158
-0.13600499999998306,-4.58,3.2,-1.89,5.898177684675158
-0.13394800000000373,-5.27,2.03,-1.54,5.853665518288519
-0.13195699999999988,-5.27,2.03,-1.54,5.853665518288519
-0.13000699999997778,-5.27,2.03,-1.54,5.853665518288519
-0.12797899999998208,-5.27,2.03,-1.54,5.853665518288519
-0.12600100000000225,-5.27,2.03,-1.54,5.853665518288519
-0.12400199999999018,-5.27,2.03,-1.54,5.853665518288519
-0.12200699999999642,-6.34,0.71,-1.38,6.527181627624591
-0.12000000000000455,-6.34,0.71,-1.38,6.527181627624591
-0.11799899999999752,-6.34,0.71,-1.38,6.527181627624591
-0.1159979999999905,-6.34,0.71,-1.38,6.527181627624591
-0.1140010000000018,-6.34,0.71,-1.38,6.527181627624591
-0.1119989999999973,-6.37,0.18,-1.16,6.477260223273418
-0.10995499999998515,-6.37,0.18,-1.16,6.477260223273418
-0.10793999999998505,-6.37,0.18,-1.16,6.477260223273418
-0.1060059999999794,-6.37,0.18,-1.16,6.477260223273418
