time,ax,ay,az,a_total
-0.19799299999999675,-0.38,0.27,-0.13,0.48394214530251445
-0.19599199999998973,-0.38,0.27,-0.13,0.48394214530251445
-0.19398100000000795,-0.41,0.17,-0.18,0.47895720059312186
-0.19198699999998325,-0.41,0.17,-0.18,0.47895720059312186
-0.18998800000002802,-0.41,0.17,-0.18,0.47895720059312186
-0.1878669999999829,-0.41,0.17,-0.18,0.47895720059312186
-0.1859850000000165,-0.41,0.17,-0.18,0.47895720059312186
-0.18399299999998675,-0.48,0.02,-0.23,0.532634959423431
-0.18199300000003404,-0.48,0.02,-0.23,0.532634959423431
-0.1799890000000346,-0.48,0.02,-0.23,0.532634959423431
-0.17799400000001242,-0.48,0.02,-0.23,0.532634959423431
-0.17598800000001802,-0.48,0.02,-0.23,0.532634959423431
-0.1739910000000009,-0.57,-0.11,-0.25,0.6320601237224193
-0.17199099999999135,-0.57,-0.11,-0.25,0.6320601237224193
-0.16998799999998937,-0.57,-0.11,-0.25,0.6320601237224193
-0.16799400000002152,-0.57,-0.11,-0.25,0.6320601237224193
-0.16598600000003216,-0.57,-0.11,-0.25,0.6320601237224193
-0.16399100000001,-0.65,-0.26,-0.25,0.743370701601832
-0.1619150000000218,-0.65,-0.26,-0.25,0.743370701601832
-0.1599830000000111,-0.65,-0.26,-0.25,0.743370701601832
-0.15798699999999144,-0.65,-0.26,-0.25,0.743370701601832
-0.1559869999999819,-0.65,-0.26,-0.25,0.743370701601832
-0.15399200000001656,-0.71,-0.41,-0.26,0.860116271209887
-0.15199100000000954,-0.71,-0.41,-0.26,0.860116271209887
-0.14999299999999494,-0.71,-0.41,-0.26,0.860116271209887
-0.14799499999998034,-0.71,-0.41,-0.26,0.860116271209887
-0.14599400000003016,-0.71,-0.41,-0.26,0.860116271209887
-0.14399500000001808,-0.75,-0.5,-0.28,0.9438749917229505
-0.14199100000001863,-0.75,-0.5,-0.28,0.9438749917229505
-0.13999200000000656,-0.75,-0.5,-0.28,0.9438749917229505
-0.1379039999999918,-0.75,-0.5,-0.28,0.9438749917229505
-0.13598300000001018,-0.75,-0.5,-0.28,0.9438749917229505
-0.133987999999988,-0.75,-0.5,-0.22,0.9278469701410896
-0.13198699999998098,-0.75,-0.5,-0.22,0.9278469701410896
-0.1299720000000093,-0.75,-0.5,-0.22,0.9278469701410896
-0.1279920000000061,-0.75,-0.5,-0.22,0.9278469701410896
-0.12599299999999403,-0.75,-0.5,-0.22,0.9278469701410896
-0.12399299999998448,-0.75,-0.5,-0.22,0.9278469701410896
-0.12199500000002672,-0.79,-0.48,-0.28,0.9658674857349739
-0.11998599999998305,-0.79,-0.48,-0.28,0.9658674857349739
-0.1179840000000354,-0.79,-0.48,-0.28,0.9658674857349739
-0.11599100000000817,-0.79,-0.48,-0.28,0.9658674857349739
-0.11399299999999357,-0.79,-0.48,-0.28,0.9658674857349739
-0.11189300000000912,-0.84,-0.47,-0.39,1.0385566907973776
-0.10998899999998457,-0.84,-0.47,-0.39,1.0385566907973776
-0.10798699999998007,-0.84,-0.47,-0.39,1.0385566907973776
-0.10599100000001727,-0.84,-0.47,-0.39,1.0385566907973776
-0.10399400000000014,-0.84,-0.47,-0.39,1.0385566907973776
-0.10199299999999312,-0.93,-0.52,-0.52,1.1856221995222593
-0.09998600000000124,-0.93,-0.52,-0.52,1.1856221995222593
-0.09799400000002834,-0.93,-0.52,-0.52,1.1856221995222593
-0.09599000000002889,-0.93,-0.52,-0.52,1.1856221995222593
-0.09398500000003196,-0.93,-0.52,-0.52,1.1856221995222593
-0.09198700000001736,-0.92,-0.61,-0.49,1.2077251342917394
-0.08999299999999266,-0.92,-0.61,-0.49,1.2077251342917394
-0.08790099999998802,-0.92,-0.61,-0.49,1.2077251342917394
-0.08594700000003286,-0.92,-0.61,-0.49,1.2077251342917394
-0.08399500000001581,-0.92,-0.61,-0.49,1.2077251342917394
-0.0819930000000113,-0.75,-0.7,-0.46,1.1243220179290274
-0.07999300000000176,-0.75,-0.7,-0.46,1.1243220179290274
-0.07799399999998968,-0.75,-0.7,-0.46,1.1243220179290274
-0.07598600000000033,-0.75,-0.7,-0.46,1.1243220179290274
-0.07398699999998826,-0.75,-0.7,-0.46,1.1243220179290274
-0.07199100000002545,-0.53,-0.76,-0.47,1.038941769301822
-0.0699910000000159,-0.53,-0.76,-0.47,1.038941769301822
-0.06799200000000383,-0.53,-0.76,-0.47,1.038941769301822
-0.06599199999999428,-0.53,-0.76,-0.47,1.038941769301822
-0.06399199999998473,-0.53,-0.76,-0.47,1.038941769301822
-0.06189999999998008,-0.33,-0.8,-0.36,0.9372833082905083
-0.059991000000025,-0.33,-0.8,-0.36,0.9372833082905083
-0.0579930000000104,-0.33,-0.8,-0.36,0.9372833082905083
-0.05598800000001347,-0.33,-0.8,-0.36,0.9372833082905083
-0.05399499999998625,-0.33,-0.8,-0.36,0.9372833082905083
-0.0519909999999868,-0.12,-0.85,-0.11,0.8654478609367522
-0.0499889999999823,-0.12,-0.85,-0.11,0.8654478609367522
-0.04797800000000052,-0.12,-0.85,-0.11,0.8654478609367522
-0.046000999999989745,-0.12,-0.85,-0.11,0.8654478609367522
-0.043996999999990294,-0.12,-0.85,-0.11,0.8654478609367522
-0.04200000000003001,-0.12,-0.85,-0.11,0.8654478609367522
-0.03999900000002299,0.12,-0.97,-0.02,0.9775990998359194
-0.037918999999988046,0.12,-0.97,-0.02,0.9775990998359194
-0.03599200000002156,0.12,-0.97,-0.02,0.9775990998359194
-0.03399899999999434,0.12,-0.97,-0.02,0.9775990998359194
-0.031997999999987314,0.12,-0.97,-0.02,0.9775990998359194
-0.029966000000001713,0.25,-1.12,-0.22,1.1684605256490268
-0.027996000000030108,0.25,-1.12,-0.22,1.1684605256490268
-0.02599800000001551,0.25,-1.12,-0.22,1.1684605256490268
-0.023995000000013533,0.25,-1.12,-0.22,1.1684605256490268
-0.021998999999993885,0.25,-1.12,-0.22,1.1684605256490268
-0.01999799999998686,0.03,-0.99,-1.76,2.0195544062985773
-0.01799599999998236,0.03,-0.99,-1.76,2.0195544062985773
-0.01600100000001703,0.03,-0.99,-1.76,2.0195544062985773
-0.01399900000001253,0.03,-0.99,-1.76,2.0195544062985773
-0.011889999999993961,0.03,-0.99,-1.76,2.0195544062985773
-0.01000099999998838,-1.9,-1.95,-1.17,2.963342707146779
-0.00799899999998388,-1.9,-1.95,-1.17,2.963342707146779
-0.006001000000026124,-1.9,-1.95,-1.17,2.963342707146779
-0.004001000000016575,-1.9,-1.95,-1.17,2.963342707146779
-0.0020020000000045,-1.9,-1.95,-1.17,2.963342707146779
0.0,-7.59,-1.78,2.62,8.224408793341926
0.001998000000014599,-7.59,-1.78,2.62,8.224408793341926
0.004005000000006476,-7.59,-1.78,2.62,8.224408793341926
0.0060100000000034015,-7.59,-1.78,2.62,8.224408793341926
0.00799899999998388,-7.59,-1.78,2.62,8.224408793341926
0.01000099999998838,-1.57,1.05,0.08,1.8904496819540055
0.012011999999970158,-1.57,1.05,0.08,1.8904496819540055
0.014002000000004955,-1.57,1.05,0.08,1.8904496819540055
0.016053999999996904,-1.57,1.05,0.08,1.8904496819540055
0.01800199999996721,-1.57,1.05,0.08,1.8904496819540055
0.02000199999997676,2.01,1.32,-0.79,2.5311262315419985
0.022000999999988835,2.01,1.32,-0.79,2.5311262315419985
0.024002999999993335,2.01,1.32,-0.79,2.5311262315419985
0.026001000000007934,2.01,1.32,-0.79,2.5311262315419985
0.02800200000001496,2.01,1.32,-0.79,2.5311262315419985
0.029999999999972715,1.23,-0.34,-0.58,1.4017489076150549
0.03200699999996459,1.23,-0.34,-0.58,1.4017489076150549
0.03399899999999434,1.23,-0.34,-0.58,1.4017489076150549
0.03600299999999379,1.23,-0.34,-0.58,1.4017489076150549
0.03801299999997809,1.23,-0.34,-0.58,1.4017489076150549
0.039998999999966145,-0.02,-0.98,-1.09,1.4659126849850233
0.042000999999970645,-0.02,-0.98,-1.09,1.4659126849850233
0.04399799999998777,-0.02,-0.98,-1.09,1.4659126849850233
0.046000999999989745,-0.02,-0.98,-1.09,1.4659126849850233
0.04799800000000687,-0.02,-0.98,-1.09,1.4659126849850233
0.05000000000001137,-0.02,-0.98,-1.09,1.4659126849850233
0.0519989999999666,-1.31,-2.35,-0.8,2.806884393771856
0.054001999999968575,-1.31,-2.35,-0.8,2.806884393771856
0.05600099999998065,-1.31,-2.35,-0.8,2.806884393771856
0.057997999999997774,-1.31,-2.35,-0.8,2.806884393771856
0.0600029999999947,-1.31,-2.35,-0.8,2.806884393771856
0.062007999999991625,-1.35,-2.62,-0.35,2.9680633416421562
0.06399799999996958,-1.35,-2.62,-0.35,2.9680633416421562
0.06600199999996903,-1.35,-2.62,-0.35,2.9680633416421562
0.06799899999998615,-1.35,-2.62,-0.35,2.9680633416421562
0.07003199999996923,-1.35,-2.62,-0.35,2.9680633416421562
0.07200000000000273,-0.88,-1.7,-0.43,1.9619633024090943
0.07400100000000975,-0.88,-1.7,-0.43,1.9619633024090943
0.0760010000000193,-0.88,-1.7,-0.43,1.9619633024090943
0.07799799999997958,-0.88,-1.7,-0.43,1.9619633024090943
0.08000299999997651,-0.88,-1.7,-0.43,1.9619633024090943
0.08201099999996586,-0.67,-0.76,-0.71,1.2371741995369931
0.08399900000000571,-0.67,-0.76,-0.71,1.2371741995369931
0.08600300000000516,-0.67,-0.76,-0.71,1.2371741995369931
0.08801899999997431,-0.67,-0.76,-0.71,1.2371741995369931
0.09000199999996994,-0.67,-0.76,-0.71,1.2371741995369931
0.09200099999998201,-0.96,-0.66,-0.67,1.3439121995130485
0.09399600000000419,-0.96,-0.66,-0.67,1.3439121995130485
0.09601399999996829,-0.96,-0.66,-0.67,1.3439121995130485
0.09800000000001319,-0.96,-0.66,-0.67,1.3439121995130485
0.10000400000001264,-0.96,-0.66,-0.67,1.3439121995130485
0.10200500000001966,-1.2,-1.76,-0.54,2.1975440837443965
0.10400599999996984,-1.2,-1.76,-0.54,2.1975440837443965
0.1060059999999794,-1.2,-1.76,-0.54,2.1975440837443965
0.10800199999999904,-1.2,-1.76,-0.54,2.1975440837443965
0.11000300000000607,-1.2,-1.76,-0.54,2.1975440837443965
0.11201099999999542,-0.99,-2.21,-0.61,2.497258496832076
0.11400099999997337,-0.99,-2.21,-0.61,2.497258496832076
0.1159979999999905,-0.99,-2.21,-0.61,2.497258496832076
0.11804499999999507,-0.99,-2.21,-0.61,2.497258496832076
0.12000299999999697,-0.99,-2.21,-0.61,2.497258496832076
0.1220000000000141,-1.04,-1.63,-0.72,2.063225629929989
0.12400100000002112,-1.04,-1.63,-0.72,2.063225629929989
0.12600099999997383,-1.04,-1.63,-0.72,2.063225629929989
0.12799799999999095,-1.04,-1.63,-0.72,2.063225629929989
0.12999899999999798,-1.04,-1.63,-0.72,2.063225629929989
0.13200100000000248,-1.04,-1.63,-0.72,2.063225629929989
0.13400000000001455,-1.3,-1.28,-0.87,2.0212125073826352
0.13599999999996726,-1.3,-1.28,-0.87,2.0212125073826352
0.1380179999999882,-1.3,-1.28,-0.87,2.0212125073826352
0.14000099999998383,-1.3,-1.28,-0.87,2.0212125073826352
0.14199899999999843,-1.3,-1.28,-0.87,2.0212125073826352
0.14400100000000293,-1.43,-1.32,-0.84,2.119646196892302
0.14600200000000996,-1.43,-1.32,-0.84,2.119646196892302
0.14799899999997024,-1.43,-1.32,-0.84,2.119646196892302
0.1500019999999722,-1.43,-1.32,-0.84,2.119646196892302
0.1520009999999843,-1.43,-1.32,-0.84,2.119646196892302
0.15399999999999636,-1.48,-1.3,-0.75,2.1078187777890203
0.15599900000000844,-1.48,-1.3,-0.75,2.1078187777890203
0.1580020000000104,-1.48,-1.3,-0.75,2.1078187777890203
0.16000200000001996,-1.48,-1.3,-0.75,2.1078187777890203
0.16201999999998407,-1.48,-1.3,-0.75,2.1078187777890203
0.16399999999998727,-1.69,-1.28,-0.74,2.2454620905283615
0.1660009999999943,-1.69,-1.28,-0.74,2.2454620905283615
0.16800000000000637,-1.69,-1.28,-0.74,2.2454620905283615
0.17002800000000207,-1.69,-1.28,-0.74,2.2454620905283615
0.1719969999999762,-1.69,-1.28,-0.74,2.2454620905283615
0.17400399999996807,-2.23,-1.02,-0.37,2.479959677091545
0.17600399999997762,-2.23,-1.02,-0.37,2.479959677091545
0.1780029999999897,-2.23,-1.02,-0.37,2.479959677091545
0.18000000000000682,-2.23,-1.02,-0.37,2.479959677091545
0.18200400000000627,-2.23,-1.02,-0.37,2.479959677091545
0.18399999999996908,-2.67,-0.15,-0.07,2.6751261652490337
0.18599899999998115,-2.67,-0.15,-0.07,2.6751261652490337
0.1880130000000122,-2.67,-0.15,-0.07,2.6751261652490337
0.18999900000000025,-2.67,-0.15,-0.07,2.6751261652490337
0.19199800000001233,-2.67,-0.15,-0.07,2.6751261652490337
0.19400300000000925,-2.28,0.83,0.19,2.43380360752465
0.19599999999996953,-2.28,0.83,0.19,2.43380360752465
0.19799799999998413,-2.28,0.83,0.19,2.43380360752465
0.19999799999999368,-2.28,0.83,0.19,2.43380360752465
0.20199999999999818,-2.28,0.83,0.19,2.43380360752465
0.20400300000000016,-1.67,1.08,0.25,2.0044450603596
0.20601199999998698,-1.67,1.08,0.25,2.0044450603596
0.2079989999999725,-1.67,1.08,0.25,2.0044450603596
0.20999799999998459,-1.67,1.08,0.25,2.0044450603596
0.21201200000001563,-1.67,1.08,0.25,2.0044450603596
0.21399900000000116,-1.67,1.08,0.25,2.0044450603596
